epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/moe_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/moe_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3
84,31539.9,1.43267,1.06742,0.99592,0.0018,0.38823,0.30246,0.29281,0.16779,1.36111,1.00287,0.9663,0,0.001783,0.001783,0.001783,0.0008915
85,32033.1,1.43876,1.07497,0.99377,0.00121,0.39765,0.29924,0.29332,0.1683,1.36803,1.01019,0.96608,0,0.001684,0.001684,0.001684,0.000842
86,32520.6,1.44586,1.07887,0.99083,0.00079,0.39077,0.30161,0.29312,0.16835,1.37445,1.01824,0.96479,0,0.001585,0.001585,0.001585,0.0007925
87,33002.3,1.4473,1.07892,0.99323,0.00049,0.39161,0.30246,0.29377,0.16822,1.37774,1.02379,0.96425,0,0.001486,0.001486,0.001486,0.000743
88,33489.2,1.44275,1.073,0.98695,0.0003,0.39263,0.30119,0.29375,0.16822,1.37974,1.02484,0.96359,0,0.001387,0.001387,0.001387,0.0006935
89,33979.6,1.4481,1.08727,0.9923,0.00017,0.3978,0.30258,0.29428,0.16826,1.38047,1.02542,0.96363,0,0.001288,0.001288,0.001288,0.000644
90,34469.8,1.44892,1.08043,0.98895,0.0001,0.40279,0.2988,0.29535,0.16874,1.38149,1.02746,0.96306,0,0.001189,0.001189,0.001189,0.0005945
91,34942.6,1.4148,1.05379,0.99458,5e-05,0.40117,0.29757,0.29413,0.1674,1.38713,1.03143,0.96384,0,0.00109,0.00109,0.00109,0.000545
92,35415.1,1.4069,1.03954,0.98983,3e-05,0.39428,0.30144,0.29293,0.16706,1.38943,1.03287,0.96391,0,0.000991,0.000991,0.000991,0.0004955
93,35890.3,1.4026,1.0353,0.98891,1e-05,0.40546,0.2954,0.29349,0.16763,1.39027,1.03363,0.96364,0,0.000892,0.000892,0.000892,0.000446
94,36361,1.3942,1.03083,0.98829,1e-05,0.40599,0.29816,0.29483,0.16795,1.39038,1.03417,0.96381,0,0.000793,0.000793,0.000793,0.0003965
95,36833.8,1.39812,1.03044,0.986,0,0.40312,0.29875,0.29484,0.16829,1.39028,1.03385,0.96357,0,0.000694,0.000694,0.000694,0.000347
96,37304.7,1.40258,1.03092,0.98653,0,0.40148,0.3012,0.29517,0.1682,1.39014,1.03315,0.96334,0,0.000595,0.000595,0.000595,0.0002975
97,37783,1.39324,1.02593,0.985,0,0.40909,0.29737,0.29511,0.16825,1.39029,1.03336,0.96343,0,0.000496,0.000496,0.000496,0.000248
98,38256.8,1.38958,1.02046,0.98445,0,0.40664,0.29821,0.29519,0.16845,1.39006,1.03319,0.96304,0,0.000397,0.000397,0.000397,0.0001985
99,38730.9,1.38945,1.0189,0.98255,0,0.40654,0.30047,0.2953,0.16825,1.39001,1.03331,0.96276,0,0.000298,0.000298,0.000298,0.000149
100,39211.2,1.38741,1.01595,0.98094,0,0.40745,0.30036,0.29547,0.16798,1.3905,1.03396,0.963,0,0.000199,0.000199,0.000199,9.95e-05
